"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 08 00:07:36 CEST 2023","Sun Oct 08 00:08:01 CEST 2023","24701","chromium","createAndSetMaps.spec.ts","","","","Open map with retail as data set and search stores revenues",""
